Round,Data_set,Study,SR_analysis,Diversity_analysis,Evenness_analysis,Country,Continent,Habitat,Life_form,Latitude,Longitude,Plot_type,Plot_size_min,Plot_size_max,Year1_min,Year1_max,Year2_min,Year2_max,Duration,N_time_points,N_plots_Year1,N_plots_Year2,SR_Year1_CT,SR_Year1_STDEV,SR_Year2_CT,SR_Year2_STDEV,Delta_SR_CT,Delta_SR_STDEV,CT,log_SR_ratio,Diversity_Year1_CT,Diversity_Year2_CT,Evenness_Year1_CT,Evenness_Year2_CT,Datathief,Driver
1,232,s102,0,0,0,"Canada, Quebec",NorthAmerica,Wetland,most,47.45,-69.95,semi-permanent,25,25,1965,1966,1998,1998,32.5,2,57,57,,,,,-1.754,32.46428807,mean,,,,,,no,Unknown
1,233,s103,0,1,0,"USA, Virginia",NorthAmerica,Wetland,most,37.649034,-75.620728,semi-permanent,1,1,1974,1974,1987,1987,13,2,34,83,,,,,,,,,0.955,0.951,,,no,Hydrology
1,234,s104,1,0,1,Switzerland,Europe,Grassland,most,49.48333333,7.133333333,semi-permanent,25,25,1981,1981,2002,2004,22,2,69,69,30.7,,33.1,,,,mean,0.075270628,,,0.77,0.86,no,Management
1,235,s104,1,0,1,Switzerland,Europe,Grassland,most,46.63333333,8.033333333,semi-permanent,25,25,1979,1981,2002,2004,23,2,82,82,33.1,,34.9,,,,mean,0.052953547,,,0.72,0.8,no,Management
1,236,s104,1,0,1,Switzerland,Europe,Grassland,most,46.66666667,8.083333333,semi-permanent,100,100,1975,1975,2002,2004,28,2,42,42,34.2,,40.1,,,,mean,0.15915069,,,0.62,0.68,no,Management
1,237,s104,1,0,1,Switzerland,Europe,Grassland,most,46.8,10.3,semi-permanent,25,25,1985,1986,2002,2004,17.5,2,66,66,36.3,,36.2,,,,mean,-0.002758622,,,0.74,0.8,no,Management
1,238,s105,1,0,1,Switzerland,Europe,Grassland,most,46.339343,8.68927,semi-permanent,25,25,1981,1981,2002,2004,22,2,23,23,55,,51.8,,,,mean,-0.059943036,,,0.81,0.86,no,Management
1,239,s105,1,0,1,Switzerland,Europe,Grassland,most,46.339343,8.68927,semi-permanent,25,25,1979,1981,2002,2004,23,2,42,42,48.4,,56,,,,mean,0.145851877,,,0.69,0.76,no,Management
1,240,s105,1,0,1,Switzerland,Europe,Grassland,most,46.339343,8.68927,semi-permanent,100,100,1976,1979,2002,2004,25.5,2,57,57,58.1,,60.1,,,,mean,0.033844178,,,0.78,0.73,no,Management
1,241,s105,1,0,1,Switzerland,Europe,Grassland,most,46.339343,8.68927,semi-permanent,25,25,1985,1985,2002,2004,18,2,29,29,47.1,,58.5,,,,mean,0.216753753,,,0.77,0.79,no,Management
1,242,s106,1,0,0,Australia,Australia,Forest,most,-33.5,116.5,permanent,100,100,1991,1991,1997,1997,6,7,5,5,25.9784,7.121797898,25.2743,6.891538163,,,mean,-0.027477354,,,,,yes,Herbivory_grazing
1,243,s106,1,0,0,Australia,Australia,Forest,most,-33.5,116.5,permanent,100,100,1991,1991,1997,1997,6,7,3,3,34.8408,6.220970785,38.2033,2.223270092,,,mean,0.092132785,,,,,yes,Unknown
1,244,s107a,1,1,0,Belgium,Europe,Grassland,most,50.95,5.45,semi-permanent,100,100,1978,1978,2003,2003,25,2,13,13,5,,4,,,,median,-0.223143551,0.78,1.202,,,no,Herbivory_grazing
1,245,s107a,1,1,0,Belgium,Europe,Grassland,most,50.95,5.45,semi-permanent,100,100,1978,1978,2003,2003,25,2,12,12,16,,17,,,,median,0.060624622,2.172,1.811,,,no,Herbivory_grazing
1,246,s107b,1,1,0,Belgium,Europe,Savanna/Shrubland,most,50.95,5.45,semi-permanent,100,100,1978,1978,2003,2003,25,2,28,28,5,,5.5,,,,median,0.09531018,1.055,0.922,,,no,Herbivory_grazing
1,247,s107b,1,1,0,Belgium,Europe,Savanna/Shrubland,most,50.95,5.45,semi-permanent,100,100,1978,1978,2003,2003,25,2,15,15,8,,9,,,,median,0.117783036,1.448,1.147,,,no,Herbivory_grazing
1,248,s107b,1,1,0,Belgium,Europe,Savanna/Shrubland,most,50.95,5.45,semi-permanent,100,100,1978,1978,2003,2003,25,2,19,19,6,,7,,,,median,0.15415068,1.397,1.526,,,no,Herbivory_grazing
1,249,s107c,1,1,0,Belgium,Europe,Forest,most,50.95,5.45,semi-permanent,100,100,1978,1978,2003,2003,25,2,10,10,14.5,,14,,,,median,-0.03509132,1.789,1.703,,,no,Herbivory_grazing
1,250,s108,1,0,0,Czech Republic,Europe,Anthropogenic,most,49.75,13.38333333,semi-permanent,10,10,1960,1969,1996,2002,34.5,2,259,167,9.82143,5.14287,8.32143,3.96427,,,mean,-0.165732618,,,,,yes,Urbanization
1,251,s109,1,0,0,"USA, Wisconsin",NorthAmerica,Forest,understory,43.4,-89.5,semi-permanent,1,1,1949,1950,2002,2004,53.5,2,1880,1880,8.5,,6.4,,,,mean,-0.283768173,,,,,no,Unknown
1,252,s110,1,1,1,Brazil,SouthAmerica,Savanna/Shrubland,tree,-13.66666667,-45.58333333,permanent,13000,13000,1991,1991,2004,2004,13,2,1,1,62,,84,,,,mean,0.303682414,3.33,3.56,0.81,0.84,no,Post-fire
1,253,s111,1,0,0,"USA, Wisconsin",NorthAmerica,Forest,understory,45.958788,-89.296875,semi-permanent,1,1,1942,1956,2000,2000,51,2,1240,1240,4.89,10.56409012,5.29,10.56409012,,,mean,0.078625942,,,,,no,Herbivory_grazing
1,254,s112,1,0,0,"USA, Ohio",NorthAmerica,Forest,most,39.62,-84.1,semi-permanent,1,1,1996,1997,2003,2004,7,2,180,180,7.13,5.500727225,5.77,10.86729037,,,mean,-0.211639154,,,,,yes,Invasion
1,255,s113,1,0,0,Australia,Australia,Savanna/Shrubland,herb,-12.570648,132.417297,permanent,40,40,1994,1995,2004,2005,10,3,220,220,23.4,,26.5,,,,mean,0.124408711,,,,,no,Ongoing-fire
1,256,s113,1,0,0,Australia,Australia,Savanna/Shrubland,tree,-12.570648,132.417297,permanent,800,800,1994,1995,2004,2005,10,3,220,220,6.9,,6.7,,,2.966479395,mean,-0.029413885,,,,,no,Ongoing-fire
1,257,s113,1,0,0,Australia,Australia,Savanna/Shrubland,shrub,-12.570648,132.417297,permanent,80,80,1994,1995,2004,2005,10,3,220,220,7.8,,8,,,5.93295879,mean,0.025317808,,,,,no,Ongoing-fire
1,258,s113,1,0,0,Australia,Australia,Savanna/Shrubland,shrub,-12.570648,132.417297,permanent,400,400,1994,1995,2004,2005,10,3,220,220,13.7,,14,,,,mean,0.021661497,,,,,no,Ongoing-fire
1,259,s114,1,1,1,Brazil,SouthAmerica,Forest,tree,-19.95,-40.51666667,permanent,10200,10200,1992,1993,2003,2004,11,2,1,1,385,,384,,,,mean,-0.002600782,5.27,5.22,0.89,0.88,no,Unknown
1,260,s115,1,1,0,China,Asia,Forest,woody,42.225,128.025,permanent,200,200,1963,1963,2006,2006,43,2,26,26,16,,16,,,,mean,0,1.825,1.705,,,no,Climate
1,261,s115,1,1,0,China,Asia,Forest,herb,42.225,128.025,permanent,4,4,1963,1963,2006,2006,43,2,10,10,26,,20,,,,mean,-0.262364264,2.73,2.4,,,no,Climate
1,262,s115,1,1,0,China,Asia,Forest,herb,42.225,128.025,permanent,4,4,1963,1963,2006,2006,43,2,26,26,26,,13,,,,mean,-0.693147181,2.61,2.07,,,no,Climate
1,263,s115,1,1,0,China,Asia,Forest,woody,42.225,128.025,permanent,200,200,1963,1963,2006,2006,43,2,16,16,11,,13,,,,mean,0.167054085,1.345,1.315,,,no,Climate
1,264,s115,1,1,0,China,Asia,Forest,herb,42.225,128.025,permanent,4,4,1963,1963,2006,2006,43,2,16,16,19,,11,,,,mean,-0.546543706,2.46,1.77,,,no,Climate
1,265,s115,1,1,0,China,Asia,Forest,woody,42.225,128.025,permanent,200,200,1963,1963,2006,2006,43,2,10,10,9,,10,,,,mean,0.105360516,1.125,1,,,no,Climate
1,266,s116,1,0,0,Switzerland,Europe,Grassland,most,46.658627,10.17231,permanent,4,4,1941,1941,1999,1999,58,2,4,4,19.75,6.08,43.75,2.22,,,mean,0.795338121,,,,,no,Herbivory_grazing
1,267,s117,1,0,0,"USA, Alaska",NorthAmerica,Tundra,most,68.63333333,-149.5666667,permanent,0.04,0.04,1983,1983,1995,1995,12,3,4,4,7.15,0.68,6.75,0.5,,,mean,-0.057569852,,,,,no,Unknown
1,268,s118,0,0,0,United Kingdom,Europe,Many,most,53.51,-1.63,permanent,10,200,1978,1978,1998,1998,20,2,238,238,,,,,-1.26,,mean,,,,,,no,Unknown
1,269,s119,1,0,0,Greece,Europe,Grassland,most,37.83333333,24.71666667,permanent,1000,1000,1971,1971,2000,2000,29,5,1,1,4,,4,,,,mean,0,,,,,no,Unknown
1,270,s119,1,0,0,Greece,Europe,Grassland,most,38.86666667,24.56666667,permanent,2000,2000,1971,1971,1990,1990,19,3,1,1,34,,33,,,,mean,-0.029852963,,,,,no,Unknown
1,271,s119,1,0,0,Greece,Europe,Grassland,most,37.85,24.73333333,permanent,5000,5000,1971,1971,2000,2000,29,5,1,1,18,,10,,,,mean,-0.587786665,,,,,no,Unknown
1,272,s119,1,0,0,Greece,Europe,Grassland,most,37.88333333,24.95,permanent,7500,7500,1971,1971,2000,2000,29,5,1,1,20,,18,,,,mean,-0.105360516,,,,,no,Unknown
1,273,s119,1,0,0,Greece,Europe,Grassland,most,38.83333333,24.53333333,permanent,1500,1500,1985,1985,1996,1996,11,3,1,1,18,,27,,,,mean,0.405465108,,,,,no,Unknown
1,274,s119,1,0,0,Greece,Europe,Grassland,most,38.83333333,24.53333333,permanent,3600,3600,1985,1985,1996,1996,11,3,1,1,64,,73,,,,mean,0.131576358,,,,,no,Unknown
1,275,s120,1,0,0,China,Asia,Grassland,herb,42.33333333,116.2833333,permanent,1,1,2005,2005,2010,2010,5,5,5,5,14.234,3.009170151,11.443,5.557033831,,,mean,-0.21825528,,,,,yes,Unknown
1,276,s121,1,0,0,Australia,Australia,Savanna/Shrubland,most,-27.5,153.45,permanent,12,12,1968,1968,1976,1976,8,3,14,14,25.6,,22.8,,,,mean,-0.115831816,,,,,no,Post-fire
1,277,s122a,1,1,1,India,Asia,Savanna/Shrubland,woody,11.78333333,77,semi-permanent,400,400,1997,1997,2008,2008,11,2,22,22,17,4.315182499,10.9,6.191348803,,,mean,-0.444450555,1.9,1.6,0.71,0.71,no,Invasion
1,278,s122b,1,1,1,India,Asia,Forest,woody,11.78333333,77,semi-permanent,400,400,1997,1997,2008,2008,11,2,73,73,14.6,5.639042472,11.7,5.126402247,,,mean,-0.221432687,2,1.5,0.77,0.64,no,Invasion
1,279,s122b,1,1,1,India,Asia,Forest,woody,11.78333333,77,semi-permanent,400,400,1997,1997,2008,2008,11,2,20,20,17.6,8.362894236,14.1,5.99266218,,,mean,-0.221724105,2.1,1.5,0.77,0.56,no,Invasion
1,280,s122b,1,1,1,India,Asia,Forest,woody,11.78333333,77,semi-permanent,400,400,1997,1997,2008,2008,11,2,7,7,17.7,3.042614008,18.3,6.826038383,,,mean,0.03333642,2.2,2.3,0.76,0.82,no,Invasion
1,281,s123,0,0,0,"USA, North Carolina",NorthAmerica,Forest,understory,35.996619,-78.96296,permanent,25,25,1977,1977,1999,2001,23,2,36,36,,,,,0.14,,,,,,,,no,Unknown
1,282,s124,1,1,1,Uganda,Africa,Forest,tree,2.116666667,34.91666667,permanent,6400,6400,1968,1968,2006,2006,38,4,1,1,44,,45,,,,mean,0.022472856,3.146,3.117,0.826,0.819,no,Ongoing-disturbance
1,283,s125,1,0,0,"USA, Tennessee",NorthAmerica,Forest,herb,35.598136,-83.846397,permanent,1000,1000,1977,1979,2004,2004,26,2,19,19,11,,9,,,,mean,-0.200670695,,,,,no,Herbivory_grazing
1,284,s125,1,0,0,"USA, Tennessee",NorthAmerica,Forest,herb,35.598136,-83.846397,permanent,1000,1000,1977,1979,1995,2001,20,2,11,11,14.7,10.94486181,24.6,16.91478643,,,mean,0.514898949,,,,,no,Unknown
1,285,s126,1,0,0,France,Europe,Forest,most,48.700478,6.063709,permanent,400,400,1972,1972,1991,1991,19,2,47,47,32,,39,,,,mean,0.197825743,,,,,no,Pollution
1,286,s127,1,0,0,France,Europe,Forest,most,48.302152,4.51498,permanent,400,400,1971,1972,1990,1990,18.5,2,221,221,18.9,,25.2,,,,mean,0.287682072,,,,,no,Pollution
1,287,s128,1,0,0,Brazil,SouthAmerica,Wetland,most,-22.819859,-53.428688,permanent,60,60,2002,2002,2008,2008,6,7,1,1,6,,12,,,,mean,0.693147181,,,,,yes,Unknown
1,288,s129,1,0,0,South Africa,Africa,Savanna/Shrubland,most,-30.410782,18.180542,permanent,100,100,1996,1996,2006,2006,10,2,40,40,35.53,6.51429198,44.08,9.67656964,,,mean,0.215628755,,,,,no,Herbivory_grazing
1,289,s129,1,0,0,South Africa,Africa,Savanna/Shrubland,most,-30.410782,18.180542,permanent,100,100,1996,1996,2006,2006,10,2,40,40,36.55,6.640783086,48,8.474904129,,,mean,0.272519825,,,,,no,Herbivory_grazing
1,290,s130,1,0,0,France,Europe,Savanna/Shrubland,most,43.687705,3.81723,permanent,10,10,1969,1969,1975,1975,6,2,5,5,26.6,2.236067977,25.4,1.341640786,,,mean,-0.046162042,,,,,no,Unknown
1,291,s131,1,1,1,Japan,Asia,Successional,most,42.53333333,140.25,permanent,10,10,1983,1983,1997,1997,14,15,6,6,10.288,12.76037187,14.0052,1.474837774,,,mean,0.308450522,1.0624,1.7288,0.5302,0.6502,yes,Post-disturbance
1,292,s131,1,1,1,Japan,Asia,Successional,most,42.53333333,140.25,permanent,10,10,1983,1983,1997,1997,14,15,4,4,5.9948,6.335,15.0524,4.7118,,,mean,0.92064502,0.7431,1.9407,0.3851,0.7284,yes,Post-disturbance
1,293,s131,1,1,1,Japan,Asia,Successional,most,42.53333333,140.25,permanent,10,10,1983,1983,1997,1997,14,15,4,4,12.2513,10.8378,16.0471,5.1832,,,mean,0.269896094,1.4096,2.1459,0.5181,0.7776,yes,Post-disturbance
1,294,s132,1,0,0,Czech Republic,Europe,Forest,herb,50.708634,15.682068,permanent,625,625,1980,1980,1995,1995,15,4,9,9,20.0653,,16.1488,,,,mean,-0.217146212,,,,,yes,Pollution
1,295,s132,1,0,0,Czech Republic,Europe,Forest,herb,50.708634,15.682068,permanent,625,625,1980,1980,1995,1995,15,4,9,9,17.9598,,14.3385,,,,mean,-0.2251877,,,,,yes,Pollution
1,296,s132,1,0,0,Czech Republic,Europe,Forest,herb,50.708634,15.682068,permanent,625,625,1980,1980,1995,1995,15,4,9,9,18.5017,,14.6328,,,,mean,-0.234597035,,,,,yes,Pollution
1,297,s133,1,0,0,Belgium,Europe,Forest,understory,50.3167,4.56667,semi-permanent,100,100,1967,1967,2005,2005,38,2,246,246,14,5,17,7,,,mean,0.194156014,,,,,no,Management
1,298,s134,1,0,0,Belgium,Europe,Forest,most,50.251157,4.60453,semi-permanent,100,100,1957,1967,2005,2005,43,2,244,244,18.6,,15.8,,,,mean,-0.163151641,,,,,no,Management
1,299,s134,0,1,0,Belgium,Europe,Forest,understory,50.251157,4.60453,semi-permanent,100,100,1957,1967,2005,2005,43,2,244,244,,,,,,,mean,,1.5,1.3,,,no,Management
1,300,s135,1,0,0,United Kingdom,Europe,Grassland,most,54.521081,-2.292481,permanent,144,144,1990,1993,2006,2009,16,2,42,42,41,,39,,,,mean,-0.050010421,,,,,no,Pollution
1,301,s136,1,0,0,Nicaragua,SouthAmerica,Forest,tree,12.18333333,-83.81666667,permanent,1000,1000,1989,1990,1998,1998,8.5,10,6,6,42.6,7.2,76.7,10.7,,,mean,0.588047455,,,,,yes,Post-disturbance
1,302,s137,1,0,0,France,Europe,Forest,most,43.06666667,4.083333333,permanent,400,400,1996,1998,2008,2008,11,2,50,50,25,,25,,,,mean,0,,,,,no,Climate
1,303,s138,0,0,0,Borneo,Asia,Forest,woody,-0.85,116.75,permanent,9300,9300,1976,1976,1992,1992,16,8,7,7,,,,,,,mean,,66.3,75.3,,,yes,Unknown
1,304,s139_1,1,0,0,Belgium,Europe,Forest,understory,49.6,5.5,semi-permanent,100,100,1950,1950,2008,2008,58,2,43,43,,,,,,,,-0.3219,,,,,yes,Canopy_closure
1,305,s139_2,1,0,0,Sweden,Europe,Forest,understory,58.01666667,17.1,semi-permanent,100,100,1971,1971,2003,2003,32,2,127,127,,,,,,,,0.2063,,,,,yes,Canopy_closure
1,306,s139_3,0,0,0,Czech Republic,Europe,Forest,understory,48.9,16.6,semi-permanent,100,1000,1953,1963,2002,2003,44.5,2,50,50,,,,,,,,-0.2946,,,,,yes,Canopy_closure
1,307,s139_4,1,0,0,Czech Republic,Europe,Forest,understory,48.8,16.7,semi-permanent,500,500,1953,1954,2006,2006,52.5,2,46,46,,,,,,,,-0.3133,,,,,yes,Canopy_closure
1,308,s139_5,1,0,0,Germany,Europe,Forest,understory,51.5,10.1,semi-permanent,100,400,1980,1980,2001,2001,21,2,42,42,,,,,,,,0.0354,,,,,yes,Canopy_closure
1,309,s139_6,1,0,0,Czech Republic,Europe,Forest,understory,50,14.5,semi-permanent,50,625,1986,1986,2008,2009,22.5,2,19,19,,,,,,,,0.3237,,,,,yes,Canopy_closure
1,310,s139_7,1,0,0,Switzerland,Europe,Forest,understory,47.3,7.8,semi-permanent,100,400,1940,1965,1998,1998,45.5,2,37,37,,,,,,,,-0.0941,,,,,yes,Canopy_closure
1,311,s139_8,1,0,0,France,Europe,Forest,understory,49.9,4.1,semi-permanent,500,800,1956,1965,1996,1998,36.5,2,22,22,,,,,,,,0.4263,,,,,yes,Canopy_closure
1,312,s139_9,1,0,0,France,Europe,Forest,understory,50,3.6,semi-permanent,500,800,1957,1963,1995,1996,35.5,2,19,19,,,,,,,,0.1559,,,,,yes,Canopy_closure
1,313,s139_10,1,0,0,Netherlands,Europe,Forest,understory,52.3,5.7,semi-permanent,100,250,1957,1959,1987,1988,29.5,2,27,27,,,,,,,,0.3322,,,,,yes,Canopy_closure
1,314,s139_11,1,0,0,Germany,Europe,Forest,understory,48.3,11.7,semi-permanent,100,100,1986,1986,2003,2003,17,2,125,125,,,,,,,,0.1929,,,,,yes,Canopy_closure
1,315,s139_12,1,0,0,Belgium,Europe,Forest,understory,51.2,4.7,semi-permanent,100,100,1982,1982,2008,2008,26,2,17,17,,,,,,,,0.4981,,,,,yes,Canopy_closure
1,316,s139_13,1,0,0,Belgium,Europe,Forest,understory,51.1,4.8,semi-permanent,196,196,1980,1980,2004,2004,24,2,111,111,,,,,,,,-0.3054,,,,,yes,Canopy_closure
1,317,s140,0,0,0,"USA, Alaska",NorthAmerica,Tundra,most,71.3,-156.6666667,permanent,1,1,1972,1972,2010,2010,38,4,53,53,,,,,-0.94,,,,,,,,no,Unknown
1,318,s140,0,0,0,"USA, Alaska",NorthAmerica,Tundra,most,71.3,-156.6666667,permanent,1,1,1972,1972,2010,2010,38,4,20,20,,,,,2.3,,,,,,,,no,Unknown
1,319,s140,0,0,0,"USA, Alaska",NorthAmerica,Tundra,most,71.3,-156.6666667,permanent,1,1,1972,1972,2010,2010,38,4,10,10,,,,,1.4,,,,,,,,no,Unknown
1,320,s140,0,0,0,"USA, Alaska",NorthAmerica,Tundra,most,71.3,-156.6666667,permanent,1,1,1972,1972,2010,2010,38,4,60,40,,,,,2.68,,,,,,,,no,Unknown
1,321,s140,0,0,0,"USA, Alaska",NorthAmerica,Tundra,most,71.3,-156.6666667,permanent,1,1,1972,1972,2010,2010,38,4,107,86,,,,,-0.38,,,,,,,,no,Unknown
1,322,s140,0,0,0,"USA, Alaska",NorthAmerica,Tundra,most,71.3,-156.6666667,permanent,1,1,1972,1972,2010,2010,38,4,69,60,,,,,3.08,,,,,,,,no,Unknown
1,323,s140,0,0,0,"USA, Alaska",NorthAmerica,Tundra,most,71.3,-156.6666667,permanent,1,1,1972,1972,2010,2010,38,4,40,20,,,,,0.45,,,,,,,,no,Unknown
1,324,s140,0,0,0,"USA, Alaska",NorthAmerica,Tundra,most,71.3,-156.6666667,permanent,1,1,1972,1972,2010,2010,38,4,50,30,,,,,4.4,,,,,,,,no,Unknown
1,325,s140,0,0,0,"USA, Alaska",NorthAmerica,Tundra,most,71.3,-156.6666667,permanent,1,1,1972,1972,2010,2010,38,4,21,11,,,,,4.27,,,,,,,,no,Unknown
1,326,s141a,1,0,0,Switzerland,Europe,Grassland,most,46.23333333,7.1,semi-permanent,10,10,1968,1978,2006,2006,33,2,6,6,36.8,7.6,43.7,8.9,,,mean,0.171850257,,,,,no,Management
1,327,s141a,1,0,0,Switzerland,Europe,Grassland,most,46.23333333,7.1,semi-permanent,10,10,1968,1978,2006,2006,33,2,13,13,40.3,8.1,46.3,8.1,,,mean,0.138790492,,,,,no,Management
1,328,s141b,1,0,0,Switzerland,Europe,Tundra,most,46.65,7.916666667,permanent,1,1,1953,1954,2002,2002,48.5,3,23,23,31.9,3.8,25.8,3.8,,,mean,-0.212231518,,,,,no,Cessation_grazing
1,329,s142,1,0,0,Sweden,Europe,Forest,woody,55.68,13.33,semi-permanent,16,16,1935,1935,2002,2006,69,4,74,74,2.9,,4.7,,,,mean,0.482851772,,,,,no,Unknown
1,330,s142,1,0,0,Sweden,Europe,Forest,most,55.68,13.33,semi-permanent,1,1,1935,1935,2002,2006,69,4,74,74,8.58,3.096837096,5.16,1.634441801,,,mean,-0.508497334,,,,,yes,Unknown
1,331,s143,1,0,0,Germany,Europe,Grassland,most,52.51666667,9.066666667,semi-permanent,18,35,1950,1960,2008,2008,53,2,131,25,27,7.462686567,15,4.47761194,,,median,-0.587786665,,,,,no,Management
1,332,s143,1,0,0,Germany,Europe,Grassland,most,52.26666667,10.51666667,semi-permanent,18,35,1950,1960,2008,2008,53,2,51,40,29,4.47761194,13,3.731343284,,,median,-0.802346473,,,,,no,Management
1,333,s143,1,0,0,Germany,Europe,Grassland,most,51.43333333,11.03333333,semi-permanent,18,35,1950,1960,2008,2008,53,2,60,61,20,10.44776119,16,3.731343284,,,median,-0.223143551,,,,,no,Management
1,334,s143,1,0,0,Germany,Europe,Grassland,most,51.36666667,12.15,semi-permanent,18,35,1950,1960,2008,2008,53,3,108,67,23,11.94029851,22,6.71641791,,,median,-0.044451763,,,,,no,Management
1,335,s143,1,0,0,Germany,Europe,Grassland,most,52.06666667,12.21666667,semi-permanent,18,35,1950,1960,2008,2008,53,3,35,85,27,2.23880597,17,6.71641791,,,median,-0.462623522,,,,,no,Management
1,336,s143,1,0,0,Germany,Europe,Grassland,most,52.71666667,12.21666667,semi-permanent,18,35,1950,1960,2008,2008,53,3,174,46,15,4.47761194,26,8.955223881,,,median,0.550046337,,,,,no,Management
1,337,s144,1,0,0,Mongolia,Asia,Grassland,most,43.83333333,103.75,permanent,100,100,2000,2000,2007,2007,7,8,9,9,13.0042,3.7023,10.6181,3.8544,,,mean,-0.20271229,,,,,yes,Climate
1,338,s145,1,0,0,Sweden,Europe,Tundra,most,68.01666667,18.81666667,semi-permanent,0.5,0.5,1987,1987,2007,2007,20,2,10,10,11.5,11.9,11,1.4,,,mean,-0.044451763,,,,,yes,Climate
1,339,s145,1,0,0,Sweden,Europe,Tundra,most,68.01666667,18.81666667,semi-permanent,0.5,0.5,1987,1987,2007,2007,20,2,10,10,11.1,11.2,7.3,3.2,,,mean,-0.41907076,,,,,yes,Climate
1,340,s145,1,0,0,Sweden,Europe,Tundra,most,68.01666667,18.81666667,semi-permanent,0.5,0.5,1987,1987,2007,2007,20,2,10,10,9.1,9.1,8.5,4,,,mean,-0.06820825,,,,,yes,Climate
1,341,s145,1,0,0,Sweden,Europe,Tundra,most,68.01666667,18.81666667,semi-permanent,0.5,0.5,1987,1987,2007,2007,20,2,10,10,4.8,4.8,1.8,2.2,,,mean,-0.980829253,,,,,yes,Climate
1,342,s145,1,0,0,Sweden,Europe,Tundra,most,68.01666667,18.81666667,semi-permanent,0.5,0.5,1987,1987,2007,2007,20,2,10,10,1.5,1.4,0.8,1.1,,,mean,-0.628608659,,,,,yes,Climate
1,343,s146,1,0,0,New Zealand,Australia,Forest,woody,-43.16666667,172.75,permanent,400,400,1984,1985,1993,1994,9,2,249,250,10.1,,15.3,,,,mean,0.415317405,,,,,no,Unknown
1,344,s147,1,1,0,"USA, Michigan",NorthAmerica,Forest,understory,46.03333333,-87.15,permanent,1,1,1978,1980,2002,2007,25.5,2,730,730,5.2,,4.2,,,,mean,-0.2135741,1,0.8,,,no,Unknown
1,345,s148,1,0,0,"USA, South Carolina",NorthAmerica,Forest,tree,33.78333333,-80.76666667,permanent,10000,10000,1989,1990,2002,2002,12.5,3,3,3,17.7,3.2,18,3.6,,,mean,0.016807118,,,,,no,Post-disturbance
1,346,s148,1,0,0,"USA, South Carolina",NorthAmerica,Forest,tree,33.78333333,-80.76666667,permanent,10000,10000,1989,1990,2002,2002,12.5,3,3,3,14.3,2.5,16.3,2.5,,,mean,0.130905571,,,,,no,Post-disturbance
2,347,s149,1,0,0,Brazil,SouthAmerica,Forest,tree,-15.4075,-55.84,permanent,600,600,1996,1996,2010,2010,14,5,18,18,28.7,,30.84,,,,mean,0.071915426,,,,,yes,Ongoing-fire
2,348,s150,1,0,0,Sweden,Europe,Many,most,59.585004,18.938894,permanent,1995,10000,1908,1908,2008,2008,100,2,7,3,24.42639573,,47.57672479,,,,SARpred,0.666679327,,,,,yes,Unknown
2,349,s151,1,0,0,Brazil,SouthAmerica,Forest,most,-15.954324,-47.917938,permanent,1000,1000,1985,1985,2012,2012,27,10,19,19,29.12,,29.75,,,,mean,0.021403909,,,,,yes,Ongoing-fire
