Round,Data_set,Study,SR_analysis,Diversity_analysis,Evenness_analysis,Country,Continent,Habitat,Life_form,Latitude,Longitude,Plot_type,Plot_size_min,Plot_size_max,Year1_min,Year1_max,Year2_min,Year2_max,Duration,N_time_points,N_plots_Year1,N_plots_Year2,SR_Year1_CT,SR_Year1_STDEV,SR_Year2_CT,SR_Year2_STDEV,Delta_SR_CT,Delta_SR_STDEV,CT,log_SR_ratio,Diversity_Year1_CT,Diversity_Year2_CT,Evenness_Year1_CT,Evenness_Year2_CT,Datathief,Driver
2,350,s152,1,1,1,Spain,Europe,Grassland,most,42.75255,-0.351814,semi-permanent,<10000,<10000,1972,1972,2005,2005,33,2,11,11,21,8.89,24.33,7.36,,,mean,0.147187719,1.53,2.28,0.51,0.72,no,Herbivory_grazing
2,351,s152,1,1,1,Spain,Europe,Grassland,most,42.75255,-0.351814,semi-permanent,<10000,<10000,1972,1972,2005,2005,33,2,9,9,25.44,8.97,31.33,10.8,,,mean,0.208253366,1.64,2.35,0.53,0.69,no,Herbivory_grazing
2,352,s153,1,0,0,"USA, Illinois",NorthAmerica,Grassland,most,41.889537,-88.084598,semi-permanent,0.25,0.25,1976,1976,2001,2001,25,2,425,425,8.9611,2.670123203,10.7419,2.670123203,,,mean,0.181258995,26.0985,27.2041,0.5798,0.5142,yes,Ongoing-fire
2,353,s153,1,0,0,"USA, Illinois",NorthAmerica,Grassland,most,41.889537,-88.084598,semi-permanent,0.25,0.25,1976,1976,2001,2001,25,2,425,425,11.975,2.942248174,11.8396,3.26879814,,,mean,-0.011371298,26.8674,29.3592,0.5798,0.5602,yes,Ongoing-fire
2,354,s154,1,0,1,Italy,Europe,Wetland,most,46.35,11.733,permanent,1,1,2002,2002,2009,2009,7,4,6,6,9.1,2.033076487,8.6,1.469693846,,,mean,-0.05651221,,,0.81,0.82,yes,Ongoing-disturbance
2,355,s154,1,0,1,Italy,Europe,Wetland,most,46.35,11.733,permanent,1,1,2002,2002,2009,2009,7,4,4,4,10.4,1.8,9.03,2.54,,,mean,-0.141253439,,,0.82,0.86,yes,Ongoing-disturbance
2,356,s155,1,0,0,Spain,Europe,Tundra,most,37.052755,-3.309426,permanent,1,1,2001,2001,2008,2008,7,2,16,16,9.3,3.9,8.1,2.9,,,mean,-0.138150338,,,,,no,Climate
2,357,s155,1,0,0,Spain,Europe,Tundra,most,37.052755,-3.309426,permanent,1,1,2001,2001,2008,2008,7,2,16,16,11.6,2.9,10.8,2.3,,,mean,-0.071458964,,,,,no,Climate
2,358,s155,1,0,0,Spain,Europe,Tundra,most,37.052755,-3.309426,permanent,1,1,2001,2001,2008,2008,7,2,16,16,5.8,1.7,5.3,2.1,,,mean,-0.090151097,,,,,no,Climate
2,359,s155,1,0,0,Spain,Europe,Tundra,most,37.052755,-3.309426,permanent,1,1,2001,2001,2008,2008,7,2,16,16,0.8,1.1,0.9,1.3,,,mean,0.117783036,,,,,no,Climate
2,360,s156,1,0,0,Mexico,NorthAmerica,Forest,tree (saplings),16.707068,-91.306077,permanent,84,84,2008,2008,2013,2013,5,2,1,1,30,,28,,,,mean,-0.068992871,2.93,2.8,,,yes,Unknown
2,361,s157,1,0,0,Italy,Europe,Tundra,most,46.34166,10.4916,permanent,0.01,0.01,2005,2005,2011,2011,6,2,11,11,5.45,1.01,7.14,1.76,,,mean,0.270097168,,,,,yes,Climate
2,362,s158,1,0,0,Bolivia,SouthAmerica,Forest,tree,-15.783,-62.916,permanent,10000,10000,2001,2001,2009,2009,8,2,9,9,123,2.831632653,122,2.816326531,,,mean,-0.008163311,,,,,no,Unknown
2,363,s159,1,0,0,"USA, Minnesota",NorthAmerica,Savanna/Shrubland,understory,45.424251,-93.200677,permanent,375,375,1984,1984,2010,2010,26,6,3,4,32.5721,14.74806622,34.5897,4.8844,,,mean,0.060099856,,,,,yes,Unknown
2,364,s160,1,0,0,New Zealand,Australia,Many,most,-37.058545,175.944041,permanent,800,800,1968,1968,2013,2013,45,2,1,1,16,,27,,,,mean,0.523248144,,,,,no,Unknown
2,365,s161,1,0,0,France,Europe,Grassland,most,43.516,4.8333,permanent,4,4,2004,2004,2009,2009,5,3,10,10,28.0514,5.580471387,33.4656,3.513922936,,,mean,0.176479504,,,,,yes,Unknown
2,366,s161,1,0,0,France,Europe,Grassland,most,43.516,4.8333,permanent,4,4,2004,2004,2009,2009,5,3,10,10,30.3048,3.513606708,38.0066,7.440839334,,,mean,0.226453713,,,,,yes,Unknown
2,367,s162,1,1,0,"USA, Kansas",NorthAmerica,Grassland,most,39.089301,-96.578465,permanent,10,10,1991,1991,2009,2009,18,19,11,11,18.258,3.387268898,16.8132,2.891765155,,,mean,-0.082439048,1.7476,1.7189,,,yes,Unknown
2,368,s162,1,1,0,"USA, Kansas",NorthAmerica,Grassland,most,39.089301,-96.578465,permanent,10,10,1991,1991,2009,2009,18,19,10,10,12.379,3.38743183,15.2936,3.150893461,,,mean,0.211432952,1.6005,1.5976,,,yes,Unknown
2,369,s163,1,0,0,New Zealand,Australia,Grassland,most,-44.581426,169.747154,permanent,0.25,0.25,1982,1986,2005,2007,22,3,6200,6200,8.3412,20.2,8.1412,20.4,,,mean,-0.024269502,,,,,yes,Invasion
2,370,s164,1,1,0,Germany,Europe,Wetland,most,53.045904,8.48364,permanent,500,800,1978,1978,1999,1999,21,22,6,6,11.28591667,3.979526131,6.044433333,3.75334455,,,mean,-0.624417897,1.173316667,0.766366667,,,yes,Unknown
2,371,s165,1,0,0,Brazil,SouthAmerica,Forest,tree,-22.82916,-47.109,permanent,10000,10000,1982,1985,2004,2004,20.5,4,1,1,101,,113,,,,mean,0.112267302,,,,,no,Fragmentation
2,372,s166,1,0,0,"USA, Calfornia",NorthAmerica,Grassland,most,38.85,-123.5,permanent,1,1,2000,2000,2010,2010,10,11,190,190,14.0242,,15.2624,,,,mean,0.084607879,,,,,yes,Climate
2,373,s166,1,0,0,"USA, Calfornia",NorthAmerica,Grassland,most,38.85,-123.5,permanent,1,1,2000,2000,2010,2010,10,11,210,210,13.0626,,13.4578,,,,mean,0.029805678,,,,,yes,Climate
2,374,s167,1,0,0,"USA, Colorado",NorthAmerica,Forest,most,39.22012,-105.336861,permanent,1000,1000,1996,1997,2007,2007,10.5,6,10,10,39.8,,56.3,,,,median,0.346827623,,,,,yes,Ongoing-fire
2,375,s167,1,0,0,"USA, Colorado",NorthAmerica,Forest,most,39.22012,-105.336861,permanent,1000,1000,1996,1997,2007,2007,10.5,6,6,6,37.6,,59.9,,,,median,0.465672455,,,,,yes,Ongoing-fire
2,376,s167,1,0,0,"USA, Colorado",NorthAmerica,Forest,most,39.22012,-105.336861,permanent,1000,1000,1996,1997,2007,2007,10.5,6,4,4,37.6,,53.2,,,,median,0.347054346,,,,,yes,Ongoing-fire
2,377,s168,1,0,0,Brazil,SouthAmerica,Forest,tree,-20.7955,-42.8472,permanent,100,100,2000,2001,2009,2010,9,2,100,100,18.4,,18.4,,,,mean,0,,,,,yes,Unknown
2,378,s169,1,0,0,Malaysia,Asia,Forest,tree (saplings),4.20653,114.017324,permanent,400,400,1992,1992,2008,2008,16,4,1300,1300,36.8086,,36.1253,,,,mean,-0.018738063,,,,,yes,Defaunation
2,379,s170,1,1,0,"USA, Indiana",NorthAmerica,Forest,most,40.31716,-86.920612,semi-permanent,3,3,1996,1997,2010,2010,13.5,2,85,85,20.1,6.45368112,26.9,8.297590012,,,mean,0.251314428,2.7,3,0.91,0.92,no,Cessation_grazing
2,380,s170,1,1,0,"USA, Indiana",NorthAmerica,Forest,most,40.31716,-86.920612,semi-permanent,3,3,1996,1997,2010,2010,13.5,2,23,23,26,5.754997828,27.3,6.23458098,,,mean,0.080042708,3,3,0.92,0.92,no,Unknown
2,381,s171,1,0,0,"USA, Wisconsin",NorthAmerica,Forest,understory,43.624721,-89.431197,semi-permanent,1,1,1950,1954,2007,2008,55.5,2,800,800,6.5,,6.8,,,,mean,0.045120435,,,,,no,Unknown
2,382,s172,1,0,0,"Norway, Jan Mayen Island",Europe,Tundra,most,71.000398,-8.324963,semi-permanent,1,1,1930,1930,2010,2010,80,2,233,233,9.5,,8.9,,,,mean,-0.065240522,,,,,no,Climate
2,383,s172,1,0,0,"Norway, Jan Mayen Island",Europe,Tundra,most,71.000398,-8.324963,semi-permanent,0.64,0.64,1991,1991,2010,2010,19,2,200,200,9,,7.6,,,,mean,-0.16907633,,,,,no,Climate
2,384,s173,1,1,0,"USA, New York",NorthAmerica,Wetland,most,42.748084,-74.919055,semi-permanent,4,4,2004,2004,2010,2010,6,2,5,5,28.8,1.788854382,16.4,7.021395873,,,mean,-0.563094052,2.428,2.178,,,no,Hydrology
2,385,s173,1,1,0,"USA, New York",NorthAmerica,Wetland,most,42.748084,-74.919055,semi-permanent,4,4,2004,2004,2010,2010,6,2,5,5,26.2,7.463243263,18.8,6.099180273,,,mean,-0.331902541,1.826,1.876,,,no,Hydrology
2,386,s174a,1,1,0,Germany,Europe,Wetland,most,54.183151,12.571531,semi-permanent,25,50,1967,1970,2010,2010,41.5,2,33,33,22.2,,15.9,,,,mean,-0.33377318,1.686398954,1.808288771,,,no,Post-disturbance
2,387,s174b,1,1,0,Germany,Europe,Forest,most,54.183151,12.571531,semi-permanent,400,400,1967,1970,2010,2010,41.5,2,24,24,36.5,,27.5,,,,mean,-0.283126256,2.341805806,2.351375257,,,no,Post-disturbance
2,388,s174c,1,1,0,Germany,Europe,Wetland,most,54.183151,12.571531,semi-permanent,16,20,1967,1970,2010,2010,41.5,2,20,20,32.8,,25.4,,,,mean,-0.255679341,2.302585093,2.292534757,,,no,Post-disturbance
2,389,s175,1,0,0,Czech Republic,Europe,Forest,understory,48.866,16.65,semi-permanent,200,500,1953,1964,2002,2003,44,2,122,122,36.90163934,11.66173327,25.45081967,9.25429707,,,mean,-0.371508027,,,,,yes,Post-disturbance
2,390,s176,1,0,0,Czech Republic,Europe,Grassland,most,48.9531388,14.59277,permanent,0.25,0.25,1994,1994,2008,2008,14,15,3,3,4.203426391,,4.535793315,,,,mean,0.0761,,,,,yes,Unknown
2,391,s177,1,0,0,United Kingdom,Europe,Grassland,most,56.985592,-7.456608,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,38,38,20.29787,,24.51064,,4.21,,mean,0.188591355,,,,,no,Unknown
2,392,s177,1,0,0,United Kingdom,Europe,Grassland,most,57.485798,-7.28316,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,9,9,21.57143,,18.21429,,-3.36,,mean,-0.169163303,,,,,no,Unknown
2,393,s177,1,0,0,United Kingdom,Europe,Grassland,most,56.717724,-6.563997,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,49,49,16.58824,,26.66176,,10.07,,mean,0.474536319,,,,,no,Unknown
2,394,s177,1,0,0,United Kingdom,Europe,Grassland,most,56.086742,-6.212619,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,62,62,11.3,,26,,14.7,,mean,0.833293812,,,,,no,Unknown
2,395,s177,1,0,0,United Kingdom,Europe,Grassland,most,57.769842,-7.235233,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,30,30,25.78261,,20.65217,,-5.13,,mean,-0.221879835,,,,,no,Unknown
2,396,s177,1,0,0,United Kingdom,Europe,Grassland,most,55.78786,-6.195652,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,69,69,16.15789,,25.05263,,8.89,,mean,0.438570337,,,,,no,Unknown
2,397,s177,1,0,0,United Kingdom,Europe,Grassland,most,58.029469,-6.809324,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,54,54,28.6875,,26.5375,,-2.15,,mean,-0.077902661,,,,,no,Unknown
2,398,s177,1,0,0,United Kingdom,Europe,Grassland,most,57.522177,-7.617008,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,20,20,21.31429,,18.25714,,-3.06,,mean,-0.154821503,,,,,no,Unknown
2,399,s177,1,0,0,United Kingdom,Europe,Grassland,most,58.398557,-4.73447,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,155,155,27.47826,,26.45652,,-1.02,,mean,-0.037892516,,,,,no,Unknown
2,400,s177,1,0,0,United Kingdom,Europe,Grassland,most,57.618651,-7.371189,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,151,151,25.34225,,24.9893,,-0.35,,mean,-0.01402523,,,,,no,Unknown
2,401,s177,1,0,0,United Kingdom,Europe,Grassland,most,59.248551,-2.601038,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,67,67,21.74468,,21.78723,,0.04,,mean,0.001954888,,,,,no,Unknown
2,402,s177,1,0,0,United Kingdom,Europe,Grassland,most,60.559516,-1.131617,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,33,33,22.5,,19.20588,,-3.29,,mean,-0.158298827,,,,,no,Unknown
2,403,s177,1,0,0,United Kingdom,Europe,Grassland,most,57.193833,-7.338493,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,77,77,18.67021,,23.64894,,4.98,,mean,0.236389088,,,,,no,Unknown
2,404,s177,1,0,0,United Kingdom,Europe,Grassland,most,56.505974,-6.948479,semi-permanent,25,25,1975,1977,2009,2010,33.5,2,39,39,16.96429,,27.19048,,10.23,,mean,0.471756366,,,,,no,Unknown
2,405,s178,1,0,0,"Canada, British Columbia",NorthAmerica,Many,understory,48.519163,-123.427425,semi-permanent,400,400,1968,1969,2009,2009,40.5,2,184,184,21.53,9.3,29.7,9.9,,,mean,0.321699734,,,,,no,Ongoing-disturbance
2,406,s179,1,0,0,"USA, Kansas",NorthAmerica,Grassland,forb,39.089301,-96.578465,permanent,10,10,1993,1993,2010,2010,17,18,40,40,10.2964,,8.7879,,,,mean,-0.158418544,,,,,yes,Pollution
2,407,s180,1,0,0,Germany,Europe,Anthropogenic,most,51.365828,10.44265,semi-permanent,25,100,1951,1962,2009,2009,52.5,2,392,392,24,,7,,,,median,-1.232143681,,,,,no,Management
2,408,s181,1,1,1,Spain,Europe,Savanna/Shrubland,most,"43.071840,",-8.155881,semi-permanent,50,50,1980,1980,2006,2006,26,2,10,10,23.6,7.06,18.6,6.59,,,mean,-0.238085131,2.17,1.75,0.72,0.57,no,Management
2,409,s182,1,1,0,"USA, Ohio",NorthAmerica,Forest,herb,39.982775,-81.000834,permanent,2,2,1997,1997,2012,2012,15,4,70,70,5.7,,5.1,,,,mean,-0.111225635,1.36,1.24,,,yes,Unknown
2,410,s183,1,0,0,Hungary,Europe,Grassland,bryophyte,47.083,19.083,permanent,0.25,0.25,2002,2002,2010,2010,8,9,25,25,4.5,1.5,3,1,,,mean,-0.405465108,,,,,no,Unknown
2,411,s183,1,0,0,Hungary,Europe,Grassland,bryophyte,47.083,19.083,permanent,0.25,0.25,2002,2002,2010,2010,8,9,25,25,8.3,1.9,9.6,1.7,,,mean,0.145507584,,,,,no,Unknown
2,412,s184,1,0,0,Norway,Europe,Tundra,most,60.616,7.523,permanent,0.18,0.18,2000,2000,2011,2011,11,3,40,40,15.4964,2.532346688,16.9638,4.581955031,,,mean,0.090473923,,,,,yes,Unknown
2,413,s185,1,0,0,Spain,Europe,Savanna/Shrubland,most,42.616,0.033,semi-permanent,2400,2400,1998,1998,2009,2009,11,2,1,1,37,,37,,,,mean,0,,,0.82,0.86,yes,Unknown
2,414,s185,1,0,0,Spain,Europe,Savanna/Shrubland,most,42.65,0.0166,semi-permanent,3000,3000,1998,1998,2009,2009,11,2,1,1,23,,36,,,,mean,0.448024723,,,0.78,0.78,no,Unknown
2,415,s186a,1,0,0,Sweden,Europe,Wetland,most,60.284571,17.846777,permanent,0.25,0.25,1960,1960,2012,2012,52,2,56,56,8.482142857,3.442995902,9.303571429,2.840740255,,,mean,0.092435238,,,,,no,Unknown
2,416,s186b,1,0,0,Sweden,Europe,Wetland,most,60.284571,17.846777,permanent,0.25,0.25,1960,1960,2012,2012,52,2,55,55,13.58181818,2.506960009,12.07272727,2.184580182,,,mean,-0.117783036,,,,,no,Unknown
2,417,s187,1,0,0,Australia,Australia,Tundra,most,-36.428247,148.282276,permanent,1,1,2007,2007,2013,2013,6,2,26,26,4.4924,2.680825243,3.1552,2.58131068,,,mean,-0.353335195,,,,,yes,Climate
2,418,s187,1,0,0,Australia,Australia,Tundra,most,-36.428247,148.282276,permanent,1,1,2007,2007,2013,2013,6,2,30,30,4.6947,2.011075972,5.1984,2.406075836,,,mean,0.101916673,,,,,yes,Climate
2,419,s187,1,0,0,Australia,Australia,Tundra,most,-36.428247,148.282276,permanent,1,1,2007,2007,2013,2013,6,2,27,27,3.8197,1.217713318,4.8417,1.657181342,,,mean,0.237094013,,,,,yes,Climate
2,420,s188,1,0,0,"Canada, Quebec",NorthAmerica,Wetland,most,47.966,-69.433,semi-permanent,300,300,1999,1999,2007,2007,8,5,24,24,8.6064,,16.9409,,,,mean,0.677224704,,,,,yes,Post-disturbance
2,421,s188,1,0,0,"Canada, Quebec",NorthAmerica,Wetland,most,47.966,-69.433,semi-permanent,75,75,1999,1999,2007,2007,8,5,20,20,14.7777,,15.3759,,,,mean,0.039682061,,,,,yes,Post-disturbance
2,422,s189,1,0,0,Argentina,SouthAmerica,Grassland,most,-35.283,-57.5,semi-permanent,2500,2500,1968,1968,2003,2003,35,2,29,29,46,8.48,67,12.74,,,mean,0.376051223,,,,,no,Unknown
2,423,s189,1,0,0,Argentina,SouthAmerica,Grassland,most,-35.283,-57.5,semi-permanent,2500,2500,1968,1968,2003,2003,35,2,22,22,20,5.96,22,8.39,,,mean,0.09531018,,,,,no,Unknown
2,424,s190,1,0,0,Germany,Europe,Forest,most,52.0638,13.9,semi-permanent,400,400,1964,1966,2010,2010,45,2,31,31,16,,13,,,,median,-0.207639365,,,,,yes,Pollution
2,425,s190,1,0,0,Germany,Europe,Forest,most,52.0638,13.9,semi-permanent,400,400,1964,1966,2010,2010,45,2,31,31,15,,23,,,,median,0.427444015,,,,,yes,Pollution
2,426,s190,1,0,0,Germany,Europe,Forest,most,52.0638,13.9,semi-permanent,400,400,1964,1966,2010,2010,45,2,15,15,22,,28,,,,median,0.241162057,,,,,yes,Pollution
2,427,s191,1,1,1,Brazil,SouthAmerica,Forest,tree,-15.853,-52.269,permanent,10000,10000,2003,2005,2009,2009,5,2,1,1,79,,84,,,,mean,0.061368946,3.71,3.74,0.84,0.84,no,Ongoing-fire
2,428,s192,1,0,0,Germany,Europe,Tundra,most,47.546908,12.916949,semi-permanent,16,30,1961,1963,2012,2012,50,2,14,14,,,,,,,median,0.034,,,,,yes,Climate
2,429,s192,1,0,0,Germany,Europe,Tundra,most,47.546908,12.916949,semi-permanent,6,32,1961,1963,2012,2012,50,2,14,14,,,,,,,median,0.41,,,,,yes,Climate
2,430,s192,1,0,0,Germany,Europe,Tundra,most,47.546908,12.916949,semi-permanent,16,25,1961,1963,2012,2012,50,2,7,7,,,,,,,median,-0.4,,,,,yes,Climate
2,431,s193,1,0,0,Norway,Europe,Tundra,most,68.88,19.613,permanent,0.25,0.25,1979,1979,2010,2010,31,2,14,14,8.9,4.5,14.7,4.9,,,mean,0.501796217,,,,,no,Climate
2,432,s193,1,0,0,Norway,Europe,Tundra,most,68.88,19.613,permanent,0.25,0.25,1979,1979,2010,2010,31,2,34,34,3,2.3,5.5,2.4,,,mean,0.606135804,,,,,no,Climate
2,433,s193,1,0,0,Norway,Europe,Wetland,most,68.88,19.613,permanent,0.25,0.25,1979,1979,2010,2010,31,2,70,70,5.5,3.5,5.8,2.8,,,mean,0.053109825,,,,,no,Climate
2,434,s194,1,1,1,"Denmark, Greenland",Europe,Tundra,most,74.4666,-21.55,permanent,0.49,0.49,1997,1997,2008,2008,11,2,4,4,2.75,0.5,3.25,0.5,,,mean,0.167054085,0.77789461,0.702060573,0.792799105,0.61129956,no,Climate
2,435,s194,1,1,1,"Denmark, Greenland",Europe,Tundra,most,74.4666,-21.55,permanent,0.49,0.49,1997,1997,2008,2008,11,2,5,5,3.4,2.073644135,4.4,0.894427191,,,mean,0.257829109,0.632651034,0.855990641,0.579875998,0.574784251,no,Climate
2,436,s194,1,1,1,"Denmark, Greenland",Europe,Tundra,most,74.4666,-21.55,permanent,0.49,0.49,1997,1997,2008,2008,11,2,5,5,4.6,1.140175425,5.6,1.516575089,,,mean,0.196710294,0.757307206,1.064092773,0.507730861,0.619864817,no,Climate
2,437,s194,1,1,1,"Denmark, Greenland",Europe,Tundra,most,74.4666,-21.55,permanent,0.49,0.49,1997,1997,2008,2008,11,2,5,5,2.4,0.547722558,4.2,1.923538406,,,mean,0.559615788,0.269845763,0.933508026,0.306208368,0.686445012,no,Climate
2,438,s194,1,1,1,"Denmark, Greenland",Europe,Tundra,most,74.4666,-21.55,permanent,0.49,0.49,1997,1997,2008,2008,11,2,5,5,4.2,1.483239697,4.4,0.894427191,,,mean,0.046520016,0.776772065,0.936568521,0.538799757,0.628931749,no,Climate
2,439,s194,1,1,1,"Denmark, Greenland",Europe,Tundra,most,74.4666,-21.55,permanent,0.49,0.49,1997,1997,2008,2008,11,2,5,5,5.8,1.095445115,4.8,1.303840481,,,mean,-0.189242,1.172202137,1.12808387,0.674941653,0.739607337,no,Climate
2,440,s194,1,1,1,"Denmark, Greenland",Europe,Tundra,most,74.4666,-21.55,permanent,0.49,0.49,1997,1997,2008,2008,11,2,5,5,4.8,0.836660027,4.4,2.19089023,,,mean,-0.087011377,0.834884652,0.599422904,0.530076811,0.406550439,no,Climate
2,441,s194,1,1,1,"Denmark, Greenland",Europe,Tundra,most,74.4666,-21.55,permanent,0.49,0.49,1997,1997,2008,2008,11,2,4,4,4.5,1,4.25,1.258305739,,,mean,-0.057158414,0.888810199,0.939366142,0.586869368,0.686352435,no,Climate
2,442,s195,1,0,0,United Kingdom,Europe,Forest,understory,51.230744,0.08442,semi-permanent,200,200,1971,1971,2002,2002,31,2,143,143,12.378,24.80023514,15.9344,26.6136325,,,mean,0.252559591,,,,,yes,Ongoing-disturbance
2,443,s195,1,0,0,United Kingdom,Europe,Forest,understory,51.668926,-1.44268,semi-permanent,200,200,1971,1971,2002,2002,31,2,150,150,14.3906,33.28463264,13.6469,25.11476826,,,mean,-0.053062826,,,,,yes,Unknown
2,444,s196,1,0,0,China,Asia,Tundra,most,37.616,101.2,permanent,1,1,2005,2005,2010,2010,5,6,9,9,23.7,,24.8,,,,mean,0.045368605,,,,,yes,Unknown
2,445,s197,1,1,0,"USA, Colorado",NorthAmerica,Tundra,most,40.05,-105.583,permanent,1,1,1989,1989,2010,2010,21,7,16,16,10.7383,0.5355,14.2013,0.4482,,,mean,0.27951672,1.35852,1.74198,,,yes,Unknown
2,446,s197,1,1,0,"USA, Colorado",NorthAmerica,Tundra,most,40.05,-105.583,permanent,1,1,1989,1989,2010,2010,21,7,8,8,15.8325,0.6165,16.5897,0.3123,,,mean,0.046717231,2.21365,2.631633333,,,yes,Unknown
2,447,s197,1,1,0,"USA, Colorado",NorthAmerica,Tundra,most,40.05,-105.583,permanent,1,1,1989,1989,2010,2010,21,7,22,22,9.877,0.664,11.5819,0.7951,,,mean,0.159234713,1.593986667,1.75956,,,yes,Unknown
2,448,s197,1,1,0,"USA, Colorado",NorthAmerica,Tundra,most,40.05,-105.583,permanent,1,1,1989,1989,2010,2010,21,7,10,10,6.62,0.7115,11.2371,0.5582,,,mean,0.529125434,1.3256375,1.908225,,,yes,Unknown
2,449,s197,1,1,0,"USA, Colorado",NorthAmerica,Tundra,most,40.05,-105.583,permanent,1,1,1989,1989,2010,2010,21,7,17,17,11.7294,0.5855,12.5605,0.5745,,,mean,0.068458459,1.82314,1.88982,,,yes,Unknown
2,450,s197,1,1,0,"USA, Colorado",NorthAmerica,Tundra,most,40.05,-105.583,permanent,1,1,1989,1989,2010,2010,21,7,6,6,12.4695,1.7486,14.0337,1.6721,,,mean,0.118175917,1.76058,2.05095,,,yes,Unknown
2,451,s198,1,0,0,Sweden,Europe,Grassland,most,58.2666,14.8166,permanent,8,8,2001,2001,2012,2012,11,7,5,5,40.7252,1.9235317,44.0603,1.88588098,,,mean,0.078712085,,,,,yes,Unknown
2,452,s199,1,0,0,Belgium,Europe,Forest,understory,50.966,3.8166,permanent,100,100,1993,1993,2010,2011,17.5,2,20,20,13.5,4.3,17.2,4.9,,,mean,0.242219698,,,,,no,Unknown
2,453,s199,1,0,0,Belgium,Europe,Forest,understory,50.966,3.8166,permanent,100,100,1993,1993,2010,2011,17.5,2,20,20,5.3,1.8,9.5,3.1,,,mean,0.583584978,,,,,no,Unknown
2,454,s200,1,0,0,Australia,Australia,Tundra,most,-36.40926,148.281976,permanent,553,1180.5,2004,2004,2011,2011,7,2,20,20,27.2,,27.46,,,,mean,0.009513427,,,,,no,Climate
2,455,s200,1,0,0,Australia,Australia,Tundra,most,-36.40926,148.281976,permanent,1895.25,2230,2004,2004,2011,2011,7,2,20,20,25.64,,31,,,,mean,0.189833572,,,,,no,Climate
2,456,s201,1,0,0,Belgium,Europe,Forest,most,49.616,5.55,semi-permanent,50,400,1953,1954,2008,2008,54.5,2,16,16,13.6,,12.3,,,,mean,-0.10047053,,,,,no,Unknown
2,457,s201,1,0,0,Belgium,Europe,Forest,most,49.616,5.55,semi-permanent,50,400,1953,1954,2008,2008,54.5,2,27,27,26.2,,20.5,,,,mean,-0.245334525,,,,,no,Unknown
2,458,s202,0,0,0,Serbia,Europe,Wetland,most,44.939626,19.501463,permanent,6500,9200,1998,1998,2010,2010,12,2,3,3,8.333,,5,,,,mean,-0.510785623,,,,,yes,Unknown
2,459,s203,1,0,0,Switzerland,Europe,Tundra,most,46.814149,10.072602,permanent,7664,7664,1911,1911,2011,2011,100,6,1,1,8,,18,,,,mean,0.810930216,,,,,no,Climate
2,460,s204,1,0,0,China,Asia,Grassland,most,42.0333,116.283,permanent,1,1,2005,2005,2011,2011,6,2,8,8,14.073898,,13.246102,,,,mean,-0.060618556,,,,,yes,Unknown
